Business Name,Description,Possible Address,Phone Numbers,Emails,Websites
Kranon Holding (Pty) Ltd,"Business Name		:	Kranon Holding (Pty)  Ltd			
						
Physical Add 		:	Plot 111, 5th Rd, Rynfield AH, Benoni, Gauteng, South Africa			
						
						
Postal Add.		:	P O Box 16415, Atlasville			
		 				
						
Telephone No.		:	011 969 6016			
Fax No.		:	086 454 2847			
Cellular No.		:	078 266 4027			
E-Mail Add.		:	info@kranon.co.za			
Website Add.		:	www.kranon.co.za			
TRADE HEADINGS						
1)	Logistics Ditribution			3)	General Construction & Civil Works	
3)	Car Rental			4) 	Security Services","011 969 6016			
Fax No.		; 086 454 2847			
Cellular No.		; 078 266 4027			
E-Mail Add.		",,info@kranon.co.za,
swimming pool safety nets and pool solar blankets Swimming Pool Safety Nets4pools Gauteng,"Business Name		:	Nets4Pools			
						
Physical Add.		:	Sherbourne Place			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:				
Fax No.		:				
Cellular No.		:	076 939 3786			
E-Mail Add.		:	rocketbidz@gmail.com			
Website Add.		:	www.nets4pools.co.za","076 939 3786			
E-Mail Add.		",,rocketbidz@gmail.com,
DELTA BUILDING CONTRACTORS,"Business Name		:	DELTA BUILDING CONTRACTORS			
						
Physical Add.		:	21 Polomino Singel, Greenhills , Randfontien, Gauteng , South Africa			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 692 1370			
Fax No.		:	086 500 1723			
Cellular No.		:	083 297 7010			
E-Mail Add.		:	nicolene@deltabou.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Building &Construction","21 Polomino Singel, Greenhills , Randfontien, Gauteng , South Africa			
						
						
Postal Add.		; 011 692 1370			
Fax No.		; 086 500 1723			
Cellular No.		; 083 297 7010			
E-Mail Add.		",,nicolene@deltabou.co.za,
Makhonza Air Conditioning,"Business Name		:	Makhonza Air Conditioning			
						
Physical Add.		:	1094 Umgeni Rd, Klipfontein, Gauteng, South Africa			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:				
Fax No.		:				
Cellular No.		:	073 294 3298			
E-Mail Add.		:				
Website Add.		:				
TRADE HEADINGS						
1)	Air Conditioning Equipment Systems			2)	Air Conditioners	
3)	Aircon Installation			4) 	Aicon Servicing","1094 Umgeni Rd, Klipfontein, Gauteng, South Africa			
						
						
Postal Add.		; 073 294 3298			
E-Mail Add.		",,,
VAAL BROKERS (PTY) LTD,"Business Name		:	VAAL BROKERS (PTY) LTD			
						
Physical Add.		:	13 Rossini Blvd, Vanderbijlpark, Gauteng,			
			South Africa			
						
Postal Add.		:	PO Box 4998,			
		 	Vanderbijlpark, 1900			
						
Telephone No.		:	016 982 6000			
Fax No.		:	016 982 2478 			
Cellular No.		:				
E-Mail Add.		:	ireneic@lantic.net			
Website Add.		:				
TRADE HEADINGS						
1) 	Insurance Brokers","13 Rossini Blvd, Vanderbijlpark, Gauteng,			
			South Africa			
						
Postal Add.		; 1900			
						
Telephone No.		; 016 982 6000			
Fax No.		; 016 982 2478 			
Cellular No.		",,ireneic@lantic.net,
Icecold Bodies (Pty) Ltd,"Business Name		:	Icecold Bodies (Pty) Ltd			
						
Physical Add.		:	4 End Street, Heidelberg, Gauteng, South Africa			
						
						
Postal Add.		:	P O BOX 1782, HEIDELBERG, 1438			
		 				
						
Telephone No.		:	016 349 1140			
Fax No.		:	016 349 1486			
Cellular No.		:	083 701 5103			
E-Mail Add.		:	anri@icecoldbodies.co.za			
Website Add.		:	www.icecoldbodies.co.za			
TRADE HEADINGS						
1)	GRP TRUCK BODIES","4 End Street, Heidelberg, Gauteng, South Africa			
						
						
Postal Add.		; 1438			
		 				
						
Telephone No.		; 016 349 1140			
Fax No.		; 016 349 1486			
Cellular No.		; 083 701 5103			
E-Mail Add.		",,anri@icecoldbodies.co.za,
Strong Bond Manufacturing Gauteng,"Business Name		:	Strong Bond Manufacturing			
						
Physical Add.		:	1 Dale Way, Kelvin, Sandton, Gauteng, South Africa			
						
						
Postal Add.		:	P.O Box 1615, Kelvin 2054			
		 				
						
Telephone No.		:	011 656 4994			
Fax No.		:	086 613 6636			
Cellular No.		:				
E-Mail Add.		:	info@strongbond.co.za			
Website Add.		:	www.strongbond.co.za			
TRADE HEADINGS						
1)	Adhesives			2)	Coatings	
3)	Sealanst","1 Dale Way, Kelvin, Sandton, Gauteng, South Africa			
						
						
Postal Add.		; 2054			
		 				
						
Telephone No.		; 011 656 4994			
Fax No.		; 086 613 6636			
Cellular No.		",,info@strongbond.co.za,
Marx K Curtain Specialist (Pty) Ltd,"Business Name		:	Marx K Curtain Specialist (Pty) Ltd			
						
Physical Add.		:	5 Long Av, Glenhazel, 2029, Johannesburg, Gauteng			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:				
Fax No.		:				
Cellular No.		:	083 600 3353			
E-Mail Add.		:	macmarx@wol.co.za			
Website Add.		:				
TRADE HEADINGS						
1)	Vertical Blinds			2)	Bamboo Blinds	
3)	Roller Blinds			4) 	Wooden Blinds","5 Long Av, Glenhazel, 2029, Johannesburg, Gauteng			
						
						
Postal Add.		; 083 600 3353			
E-Mail Add.		",,macmarx@wol.co.za,
Trio Specialized Welding,"Business Name		:	Trio Specialized Welding 			
						
Physical Add.		:	4 Dagenhan Rd , Benoni , Gauteng 			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 4202155			
Fax No.		:	011 4202155			
Cellular No.		:	0833903807			
E-Mail Add.		:	jansteenkamp@telkomsa.net			
Website Add.		:				
TRADE HEADINGS						
1) 	alloys			2) 	braze	
3)	aluminium			4) 	brazing","4 Dagenhan Rd , Benoni , Gauteng 			
						
						
Postal Add.		; 011 4202155			
Fax No.		; 011 4202155			
Cellular No.		; 0833903807			
E-Mail Add.		",,jansteenkamp@telkomsa.net,
Earn A Car (Pty) Ltd,"Business Name		:	Earn A Car (Pty) Ltd			
						
Physical Add.		:	1 The Falls Cntr, Great North Rd, Northmead, Benoni, 1511, Gauteng, South Africa			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 425 1666			
Fax No.		:				
Cellular No.		:				
E-Mail Add.		:				
Website Add.		:	www.earnacar.co.za			
TRADE HEADINGS						
1)	Auto Finance			2)	Car Hire	
3)	Camper Hire			4) 	Insurance","1 The Falls Cntr, Great North Rd, Northmead, Benoni, 1511, Gauteng, South Africa			
						
						
Postal Add.		; 011 425 1666			
Fax No.		",,,
TSHETLO S A DR,"Business Name		:	TSHETLO S A DR			
						
Physical Add.		:	6003 Tshetlo St, Springs, Springs, Gauteng, South Africa 			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 7369561			
Fax No.		:				
Cellular No.		:				
E-Mail Add.		:				
Website Add.		:				
TRADE HEADINGS						
1) 	Dental Practice 			2) 	Capping & Bridge	
3)	Braces			4) 	Dentistry","6003 Tshetlo St, Springs, Springs, Gauteng, South Africa 			
						
						
Postal Add.		; 011 7369561			
Fax No.		",,,
THE WASTE GROUP PTY Ltd,"Business Name		:	THE WASTE GROUP PTY Ltd			
						
Physical Add.		:	53 DORBYL PARK, 13 MALCOLM BOULEVARD, VANDERBIJLPARK, GAUTENG			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	016 986 3001			
Fax No.		:				
Cellular No.		:				
E-Mail Add.		:				
Website Add.		:				
TRADE HEADINGS						
1) 	SCRAP METAL			2) 	SCRAP COLLECTIONS 	
3)	WASTE REMOVAL","53 DORBYL PARK, 13 MALCOLM BOULEVARD, VANDERBIJLPARK, GAUTENG			
						
						
Postal Add.		; 016 986 3001			
Fax No.		",,,
THE WASTE GROUP PTY (Ltd ) VEREENIGING,"Business Name		:	THE WASTE GROUP PTY (Ltd ) VEREENIGING			
						
Physical Add.		:	2 JAPIE KRIGE STREET, UNITAS PARK AH, VEREENIGING, GAUTENG, SOUTH AFRICA			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	016 428 4871			
Fax No.		:				
Cellular No.		:				
E-Mail Add.		:				
Website Add.		:				
TRADE HEADINGS						
1) 	SCRAP METAL			2) 	SCRAP COLLECTIONS 	
3)	WASTE REMOVAL","2 JAPIE KRIGE STREET, UNITAS PARK AH, VEREENIGING, GAUTENG, SOUTH AFRICA			
						
						
Postal Add.		; 016 428 4871			
Fax No.		",,,
LENCOR PLUMBING,"Business Name		:	LENCOR PLUMBING 			
						
Physical Add.		:	22 Totius St , Sasolburg , Gauteng , South Africa 			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:				
Fax No.		:				
Cellular No.		:	076 886 1777			
E-Mail Add.		:	lencor@ymail.com			
Website Add.		:				
TRADE HEADINGS						
1) 	Plumbers 			2) 	Sanitary Engineers 	
3)	Burst Pipes 			4) 	Geysers","22 Totius St , Sasolburg , Gauteng , South Africa 			
						
						
Postal Add.		; 076 886 1777			
E-Mail Add.		",,lencor@ymail.com,
INCLEDON (Pty) Ltd,"Business Name+A1A12:G28		:	INCLEDON			
						
Physical Add.		:	Cavaleros Drive , Jupiter , Germiston , Gauteng , South Africa 			
						
						
Postal Add.		:	P O Box 3620, Johannesburg			
		 				
						
Telephone No.		:	011 323 0800			
Fax No.		:	011 323 0982			
Cellular No.		:				
E-Mail Add.		:	info@incledon.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Plumbing 			2) 	Boreholes	
3)	Drains 			4) 	Pipes","28		; 011 323 0800			
Fax No.		; 011 323 0982			
Cellular No.		",,info@incledon.co.za,
NORTHERN BUILDING AND HANDY MAN SERVICES,"Business Name		:	NORTHERN BUILDING AND HANDY MAN SERVICES 			
						
Physical Add.		:	6 Silver St , Noordwyk , Midrand , Gauteng , South Africa 			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	078 634 9265			
Fax No.		:				
Cellular No.		:				
E-Mail Add.		:				
Website Add.		:				
TRADE HEADINGS						
1) 	Plumbers 			2) 	Sanitary Engineers 	
3)	Renovations 			4) 	Roofing","6 Silver St , Noordwyk , Midrand , Gauteng , South Africa 			
						
						
Postal Add.		; 078 634 9265			
Fax No.		",,,
SENGKHONA PLUMBERS,"Business Name		:	SENGKHONA PLUMBERS 			
						
Physical Add.		:	5th floor Sovereign House, Cnr Sovereign Rd & Mullins Rd, Bedford Gardens, Johannesburg			
						
						
Postal Add.		:	40633 Box , Cleveland , Johannesburg , 2022 , Gauteng , South Africa 			
		 				
						
Telephone No.		:	011 615 8829			
Fax No.		:	086 205 1343			
Cellular No.		:	076 230 0997			
E-Mail Add.		:	plumbing@sengkhona.co.za			
Website Add.		:	www.sengkhona.co.za			
TRADE HEADINGS						
1) 	Plumbers 			2) 	Sanitary Engineers","40633 Box , Cleveland , Johannesburg , 2022 , Gauteng , South Africa 			
		 				
						
Telephone No.		; 011 615 8829			
Fax No.		; 086 205 1343			
Cellular No.		; 076 230 0997			
E-Mail Add.		",,plumbing@sengkhona.co.za,
ANANZI DOORS (Pty) Ltd,"Business Name		:	ANANZI DOORS (Pty) Ltd			
						
Physical Add.		:	18 Alexandra Street, Florida, Roodepoort, Gauteng			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 672 6361			
Fax No.		:	011 672 2710			
Cellular No.		:	082 672 6361			
E-Mail Add.		:	info@ananzi-doors.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Automatic Doors			2) 	Steel	
3)	Burglar Proofing			4) 	Doors","18 Alexandra Street, Florida, Roodepoort, Gauteng			
						
						
Postal Add.		; 011 672 6361			
Fax No.		; 011 672 2710			
Cellular No.		; 082 672 6361			
E-Mail Add.		",,info@ananzi-doors.co.za,
Key-Mark Industrial Keys,"Business Name		:	Key-Mark Industrial Keys			
						
Physical Add.		:	36 Harpur Av, Benoni, Gauteng, South Africa			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 845 2236			
Fax No.		:	011 845 2683			
Cellular No.		:				
E-Mail Add.		:	mwkeymrk@mweb.co.za			
Website Add.		:	www.mwkeymrk.co.za			
TRADE HEADINGS						
1)	Engineering			2)	Steel	
3)	Repairs			4) 	Welding","36 Harpur Av, Benoni, Gauteng, South Africa			
						
						
Postal Add.		; 011 845 2236			
Fax No.		; 011 845 2683			
Cellular No.		",,mwkeymrk@mweb.co.za,
STAMINA ADVANCED PLUMBERS,"Business Name		:	STAMINA ADVANCED PLUMBERS 			
						
Physical Add.		:	22 Siding St , Brakpan , Gauteng , South Africa 			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:				
Fax No.		:				
Cellular No.		:	072 793 6453			
E-Mail Add.		:				
Website Add.		:				
TRADE HEADINGS						
1) 	Plumbers 			2) 	Sanitary Engineers 	
3)	Geysers			4) 	Drains","22 Siding St , Brakpan , Gauteng , South Africa 			
						
						
Postal Add.		; 072 793 6453			
E-Mail Add.		",,,
Mcrae Plumbing CC,"Business Name		:	Mcrae Plumbing CC			
						
Physical Add.		:	16 Heritage Sq , Cecil Knight St , Krugersdorp North 			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 660 9032			
Fax No.		:	011 665 2852			
Cellular No.		:				
E-Mail Add.		:				
Website Add.		:				
TRADE HEADINGS						
1) 	blocked drains 			2) 	geysers 	
3)	burst pipes 			4) 	cylinders","16 Heritage Sq , Cecil Knight St , Krugersdorp North 			
						
						
Postal Add.		; 011 660 9032			
Fax No.		; 011 665 2852			
Cellular No.		",,,
HONEY BEE BRIDAL CAKE CRAFT,"Business Name		:	HONEY BEE BRIDAL CAKE CRAFT 			
						
Physical Add.		:	231 SOUTH MALL 123 MAIN ROAD LENASIA GAUTENG SOUTH AFRICA 			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 8366 153			
Fax No.		:	011 8366154			
Cellular No.		:				
E-Mail Add.		:	fazila@honeybeeplaza.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	BAKERS 			2) 	BRIDAL ACCESSORIES 	
3)	BRIDAL CLOTHES 			4) 	BRIDESMAID WEAR","231 SOUTH MALL 123 MAIN ROAD LENASIA GAUTENG SOUTH AFRICA 			
						
						
Postal Add.		; 011 8366 153			
Fax No.		; 011 8366154			
Cellular No.		",,fazila@honeybeeplaza.co.za,
PROSPER PLUMBERS,"Business Name		:	PROSPER PLUMBERS			
						
Physical Add.		:	Rondebolt , Germiston , 1423 , Gauteng , South Africa 			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:				
Fax No.		:				
Cellular No.		:	084 707 0635			
E-Mail Add.		:				
Website Add.		:				
TRADE HEADINGS						
1) 	Plumbers 			2) 	Sanitary Engineers 	
3)	Bathroom Fittings 			4) 	Geysers","1423 , Gauteng , South Africa 			
						
						
Postal Add.		; 084 707 0635			
E-Mail Add.		",,,
IRVIN SELEKE HOLDINGS,"Business Name		:	IRVIN SELEKE HOLDINGS 			
						
Physical Add.		:	3150 Njongwe Street , Orlando , Soweto , 1803 , Gauteng , South Africa 			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 935 1113			
Fax No.		:				
Cellular No.		:				
E-Mail Add.		:	irvinseleke@gmail.com			
Website Add.		:				
TRADE HEADINGS						
1) 	Alterations 			2) 	Building Contractors 	
3)	Plumbing 			4) 	Renovations","3150 Njongwe Street , Orlando , Soweto , 1803 , Gauteng , South Africa 			
						
						
Postal Add.		; 011 935 1113			
Fax No.		",,irvinseleke@gmail.com,
INCLEDON (Pty) Ltd  - WEST RAND,"Business Name		:	INCLEDON 			
						
Physical Add.		:	West Rand , South Africa 			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 323 0800			
Fax No.		:				
Cellular No.		:				
E-Mail Add.		:	info@incledon.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Couplings 			2) 	Piping 	
3)	Flanges 			4) 	Irrigation Equipment","011 323 0800			
Fax No.		",,info@incledon.co.za,
MZANSI TREEFELLING,"Business Name		:	MZANSI TREEFELLING 			
						
Physical Add.		:	32 KINGSTON RD DINWIDDIE, GEMISTON,1405 GAUTENG SOUTH AFRICA 			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	078 0032289			
Fax No.		:				
Cellular No.		:				
E-Mail Add.		:	mzansitree2009@gmail.com			
Website Add.		:				
TRADE HEADINGS						
1) 	FIRE WOOD 			2) 	GARDEN SERVICES 	
3)	RUBBLE REMOVAL 			4) 	SITE CLEANING","32 KINGSTON RD DINWIDDIE, GEMISTON,1405 GAUTENG SOUTH AFRICA 			
						
						
Postal Add.		; 078 0032289			
Fax No.		",,mzansitree2009@gmail.com,
J S M Investments,"Business Name		:	J S M Investments			
						
Physical Add 		:	UNIT 04 FIESOLE, 50 - 1st AVENUE, ILLOVO, SANDTON, 2196, GAUTENG, SOUTH AFRICA			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:				
Fax No.		:				
Cellular No.		:	071 347 6335			
E-Mail Add.		:	sulpisionmutevera@gmail.com			
Website Add.		:	sulpisiom@ism-events.co.za			
TRADE HEADINGS						
1)	Air Charter			2)	Freight Forwarding	
3)	Customs Clearing			4) 	Investment","04 FIESOLE, 50 - 1st AVENUE, ILLOVO, SANDTON, 2196, GAUTENG, SOUTH AFRICA			
						
						
Postal Add.		; 071 347 6335			
E-Mail Add.		",,"sulpisionmutevera@gmail.com, sulpisiom@ism-events.co.za",
SCUBAVERSITY AND DIVE CLUB,"Business Name		:	SCUBAVERSITY AND DIVE CLUB 			
						
Physical Add.		:	Peter Rd , Ruimsig , Roodepoort , 1732 , Gauteng , South Africa 			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 958 2418			
Fax No.		:				
Cellular No.		:				
E-Mail Add.		:	dive@scubaversity.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Adventure Sports","1732 , Gauteng , South Africa 			
						
						
Postal Add.		; 011 958 2418			
Fax No.		",,dive@scubaversity.co.za,
TRAPPERS FRANCHISING CC - RANDBURG,"Business Name		:	TRAPPERS FRANCHISING CC			
						
Physical Add.		:	Unit 39 , New Market Rd , North Riding , Randburg , Gauteng , South Africa 			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 462 2919			
Fax No.		:				
Cellular No.		:				
E-Mail Add.						
Website Add.		:				
						
1) 	Adventure 			2) 	Hiking 	
3)	Camping 			4) 	Horseriding","39 , New Market Rd , North Riding , Randburg , Gauteng , South Africa 			
						
						
Postal Add.		; 011 462 2919			
Fax No.		",,,
ELLEN G CC - Corporate Clothing Gauteng - CORPORATE INDUSTRIAL & SPORT WEAR,"Business Name		:	ELLEN G CC			
						
Physical Add.		:	Genop House, 15 Hulbert Road, Selby, Johannesburg, Gauteng,			
			South Africa			
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 071 0790			
Fax No.		:	086 520 1518			
Cellular No.		:				
E-Mail Add.		:	support@elleng.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Corporate Clothing Or Accessories			2) 	Promotional Products	
3)	Gifts And Novelties","15 Hulbert Road, Selby, Johannesburg, Gauteng,			
			South Africa			
						
Postal Add.		; 011 071 0790			
Fax No.		; 086 520 1518			
Cellular No.		",,support@elleng.co.za,
SOUTHERN ASSIST TECHNOLOGY,"Business Name		:	SOUTHERN ASSIST TECHNOLOGY			
						
Physical Add.		:	142 President St , Johannesburg , Gauteng , South Africa 			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:				
Fax No.		:				
Cellular No.		:	084 723 7413			
E-Mail Add.		:	info@southernassisttechnology.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Building Additions 			2) 	Waterproofing Contractors 	
3)	Electric Installations 			4) 	Plumbing 	
5) 	Branded Mats			6) 	Tarring	
7)	Painting			8) 	Paving	
9) 	Granite Works			10) 	Carpentry	
11)	Airconditioning			12) 	Tiling	
13) 	Welding			10) 	Awnings	
11)	Carpet Cleaning","142 President St , Johannesburg , Gauteng , South Africa 			
						
						
Postal Add.		; 084 723 7413			
E-Mail Add.		",,info@southernassisttechnology.co.za,
QUARTO PRESS (PTY) LTD Lithography Printing,"Business Name		:	QUARTO PRESS (PTY) LTD			
						
Physical Add.		:	Raceway Ind Park, 28 Silverstone St, Gosforth Park, Germiston, Gauteng,			
			South Africa			
						
Postal Add.		:	PO Box 16089, 			
		 	Doornfontein, 2028 			
						
Telephone No.		:	011 825 0004			
Fax No.		:	011 825 0075			
Cellular No.		:				
E-Mail Add.		:	info@quarto.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Lithography Printing 			2) 	Press Cutting Services	
3)	Newspaper & Magazine Services","28 Silverstone St, Gosforth Park, Germiston, Gauteng,			
			South Africa			
						
Postal Add.		; 2028 			
						
Telephone No.		; 011 825 0004			
Fax No.		; 011 825 0075			
Cellular No.		",,info@quarto.co.za,
ARROW COACHES BUS COACH HIRE,"Business Name		:	ARROW COACHES 			
						
Physical Add.		:	392 Stockwell Av , Nancefield , Soweto , Gauteng , South Africa 			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 945 1031			
Fax No.		:	011 342 4535			
Cellular No.		:				
E-Mail Add.		:				
Website Add.		:				
TRADE HEADINGS						
1) 	Bus And Coach Services 			2) 	Coach Operaters 	
3)	Bus Hire 			4) 	Luxury Liners","392 Stockwell Av , Nancefield , Soweto , Gauteng , South Africa 			
						
						
Postal Add.		; 011 945 1031			
Fax No.		; 011 342 4535			
Cellular No.		",,,
ROYAL BUS & TRUCK TYRES - BENONI,"Business Name		:	ROYAL BUS & TRUCK TYRES 			
						
Physical Add.		:	19 Liverpool Rd , Benoni South , Gauteng , South Africa 			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	013 656 1158			
Fax No.		:	013 656 1158			
Cellular No.		:				
E-Mail Add.		:	royaltyreswitbank@gmail.com			
Website Add.		:				
TRADE HEADINGS						
1) 	Tyre Repairs 			2) 	Truck Tyres 	
3)	Tyre Fitment 			4) 	Wheel Alignments","19 Liverpool Rd , Benoni South , Gauteng , South Africa 			
						
						
Postal Add.		; 013 656 1158			
Fax No.		; 013 656 1158			
Cellular No.		",,royaltyreswitbank@gmail.com,
