Name,Category,Phone,Email,Description
Department of Environmental Affairs,Government Services,012 310 3537,,Introduction and background introduction We as humanity continue to consume the earths&rsquo; resources at ever increasing and unsustainable rates. This serves a course of rapidly accelerating trends of environmental degradation and climate change globall...
Department of City Planning & Development,Government Services,012 358 0940,,"The City Planning and Development Department strives to create a better life for all the residents of Tshwane by creating an economically viable, attractive and environmentally friendly city. The Department promotes spatial efficiencies and plays a strate..."
Department of Basic Education,Government Services,012 357 3000,,"VISION &amp; MISSION Vision Our vision is of a South Africa in which all our people have access to lifelong learning, as well as education and training, which will, in turn, contribute towards improving the quality of life and building a peaceful, prosper..."
Department of Arts and Culture,Government Services,012 441 3000,,"Vision We are a thriving arts, culture and heritage sector contributing to sustainable economic development, leveraging on partnerships for a socially cohesive nation. Mission We enhance job creation by preserving, protecting and developing arts, culture..."
"Department of Agriculture, Forestry and Fisheries",Government Services,012 319 6000,,"Vision United, prosperous and transformed agricultural sector that contributes to food security for all Mission Advancing food security and agrarian transformation in the agricultural sector through innovative, inclusive and sustainable policies and progr..."
Department of Agriculture and Environmental Management,Government Services,012 358 8871,,"The beauty of a city not only enhances people's lifestyle, but also improves their mood, sense of belonging and healthy functioning. The Agriculture and Environmental Management Department is responsible for seeing to it that Tshwane residents have access..."
Centre for Municipal Research & Advice (C M R A),Government Services,(012) 347-3278,,WELCOME TO CMRA The Centre for Municipal Research and Advice (CMRA) is a technical service provider in the field of local government. We aim to support and strengthen municipalities and Local government Associations. CMRA works country wide as well as in...
FLOSSNet,Courtesy Membership,,,
Kome Primary School,Research & Knowledge,082 947-7689,,
Kokotla Junior Secondary School,Research & Knowledge,0127120156,,
Knoppiesfontein Primary Farm School,Research & Knowledge,0114213329,,
Khutso Primary School,Research & Knowledge,0127972349,,
Khuthalani Primary School,Research & Knowledge,0139456780,,
Khonzinkosi Primary Farm School,Research & Knowledge,0139320850,,
Kholofelo Primary School,Research & Knowledge,012 373-5521,,
Khensani Primary School,Research & Knowledge,0127974217,,
Khanyisa Primary School,Research & Knowledge,0137191132,,
J&H  Auto spray,RossKlerk Business Forum,082 824 5902,,
Marcom Plastics ( Pty) Ltd,RossKlerk Business Forum,012 541 2784,,
Kgotlelelang Primary School,Research & Knowledge,0127205051,,
Kgoro Primary School,Research & Knowledge,0139370124,,
Wubbeling Engineering (Pty) Ltd,RossKlerk Business Forum,012 541 2237,,
Kgomotso Secondary School,Research & Knowledge,0127900308,,
Wise Design Africa,RossKlerk Business Forum,012 541 0924,,
Kgomba Primary School,Research & Knowledge,012 715-5066,,
TDJB Engineering,RossKlerk Business Forum,0125414255,,
Kgetseyatsie Middle School,Research & Knowledge,012 710-0011,,
Kgadime Matsepe Secondary,Research & Knowledge,0833109621,,
Secor Precision Tools (Pty) Ltd,RossKlerk Business Forum,(012) 541-3321,,
Kgabo Primary School,Research & Knowledge,012 373-8638,,
Royal Mechanical Services,RossKlerk Business Forum,012 541 7818,,
NJW Engineering,RossKlerk Business Forum,012 541 3933,,
Motherson,RossKlerk Business Forum,012-541-1575,,
HGL Engineering CC,RossKlerk Business Forum,012 541 0416,,
Hardware direct (PTY) ltd,RossKlerk Business Forum,012 541 3336,,
Grippon cc,RossKlerk Business Forum,0147121180,,
Extra Engineering,RossKlerk Business Forum,012 541 0453,,
E & S Engineering,RossKlerk Business Forum,012 541 5006,,
Crotia High Precision Engineering (Pty) Ltd,RossKlerk Business Forum,012 541 5052,,
Calcamite,RossKlerk Business Forum,012 543 2810,,
Kekana Primary School,Research & Knowledge,012 710-2067,,
JJ de Jong Primary School,Research & Knowledge,012 373 - 8613,,
50HZ Electrical (Pty) Ltd,RossKlerk Business Forum,079 241 3297,,
WLS Fastener Manufacturing,RossKlerk Business Forum,012 541 9105,,
West Kennett Corporation,RossKlerk Business Forum,012 541 6064,,
Vanstone precast,RossKlerk Business Forum,012 541 2056,,
Vaktin Hydraulics,RossKlerk Business Forum,012 541 6005,,
UTP,RossKlerk Business Forum,011-664-6070,,
Tugwell,RossKlerk Business Forum,012 541 9121,,
Tubecon Africa (Pty) Ltd,RossKlerk Business Forum,012 541 3211,,
Transformco ( pty) ltd,RossKlerk Business Forum,012 541 6061 / 082 345 5190,,
Jakaranda Primary,Research & Knowledge,0128067431,,
Titan Plastics,RossKlerk Business Forum,012 808 0521,,
Jafta Mahlangu Secondary School,Research & Knowledge,012 805-3616,,
The Screwman Rosslyn,RossKlerk Business Forum,012 541 3355,,
Jacaranda Primary School,Research & Knowledge,0123743654,,
The Irony co,RossKlerk Business Forum,012 541 0053,,
Jabulani Junior Primary Private School,Research & Knowledge,0139333070,,
Tensile Rubber,RossKlerk Business Forum,012 541 2997,,
J Kekana Secondary School,Research & Knowledge,012 805-1690,,
Techno pack,RossKlerk Business Forum,012 541 9015,,
Itumeleng Madiba Primary School,Research & Knowledge,0127911516,,
Itseng Primary School,Research & Knowledge,,,
Itireleng Primary School,Research & Knowledge,012 710-0747/717-2721,,
Isaac More Primary School,Research & Knowledge,012 373-8438,,
Tappo Industries,RossKlerk Business Forum,012 564 5510,,
Irene Primary School,Research & Knowledge,0126671037,,
Irene Middle Farm School,Research & Knowledge,0126671968,,
Iona Convent,Research & Knowledge,0123291033,,
Ikhwezilethemba Intermediary School,Research & Knowledge,0127997462,,
Ikeleng Primary School,Research & Knowledge,012 701 2584,,
Ikaneng High School,Research & Knowledge,012 714-1196/2912,,
Ikageng Primary School,Research & Knowledge,012 703 2624,,
Hosea Kekana High School,Research & Knowledge,012 717-2549,,
Holy Trinity High School (catholic Sec),Research & Knowledge,012 373-8311,,
Hofmeyr Secondary School,Research & Knowledge,012 373-8637,,
Hoërskool Zwartkop,Research & Knowledge,0126548041,,
Suntek Adjustable Louvre Awnings,RossKlerk Business Forum,012 542 6112,,
Hoerskool Waterkloof,Research & Knowledge,012 347 0277/8,,
Hoërskool Tuine Secondary School,Research & Knowledge,0123796181,,
Hoërskool Silverton,Research & Knowledge,0128046719,,
Hoerskool Pretoria-Noord High School,Research & Knowledge,0125466590,,
Hoerskool Oos-Moot,Research & Knowledge,012 332 0601,,
Hoerskool Montana,Research & Knowledge,012 548 0160/1,,
Hoërskool Langenhoven,Research & Knowledge,028 713 1065,,
Hoerskool Hercules,Research & Knowledge,0123794281,,
Hoerskool Gerrit Maritz Secondary School,Research & Knowledge,012 546 6685,,
Hoerskool Garsfontein,Research & Knowledge,012 998 6096,,
Hoerskool F H Odendaal,Research & Knowledge,0128001141,,
Hoerskool Erasmus Secondary School,Research & Knowledge,0139320195,,
Hoerskool Eldoraigne,Research & Knowledge,012 660 2066,,
Hoerskool Elandspoort Secondary School,Research & Knowledge,0123866566,,
Hoërskool Die Wilgers,Research & Knowledge,012 807 5229,,
Hoërskool Centurion,Research & Knowledge,0126645803,,
Strandfoam Rosslyn,RossKlerk Business Forum,012 541 7068,,
Stepahead Military Headwear,RossKlerk Business Forum,012 541 0604,,
Hoerskool Akasia,Research & Knowledge,0125421178,,
South African Breweries,RossKlerk Business Forum,012 529 9999,,
Precision Valve SA (Pty) Ltd,RossKlerk Business Forum,012 541 3340,,
Pretoria Mat and Rubber (Pty) Ltd,RossKlerk Business Forum,012 541 5092,,
Hoër Tegniese Skool Pretoria-Tuine,Research & Knowledge,0123792181,,
Pride in Tyres,RossKlerk Business Forum,012 541 0016,,
Hoër Tegniese Skool John Vorster,Research & Knowledge,0123321760,,
Hlolisisa Primary School,Research & Knowledge,0139344351,,
Ramsay Engineering,RossKlerk Business Forum,012 564 5055,,
Hlanganani Secondary School,Research & Knowledge,0127993590,,
Robotic Steelworks,RossKlerk Business Forum,012 541 4750,,
Hlabelela Primary School,Research & Knowledge,0139344415,,
Rosslyn Enclosures CC,RossKlerk Business Forum,012 541 3803,,
Rosslyn Ice,RossKlerk Business Forum,012 541 4044,,
HL Setlalentoa Secondary School,Research & Knowledge,012 703 5867,,
SA Industrial Pallet,RossKlerk Business Forum,,,
Himalaya Secondary School,Research & Knowledge,0123742760,,
Hillside Primary School,Research & Knowledge,0123743003,,
Hatfield Tuition College,Research & Knowledge,012 771 6730,,
Harvey Junior Education,Research & Knowledge,,,
Hamilton Primary School,Research & Knowledge,012 322 6567 / 8,,
Sequere Trellis,RossKlerk Business Forum,012 541 0293,,
Snackworks,RossKlerk Business Forum,012 5295300,,
Gontse Primary School,Research & Knowledge,0127974217,,
Lomel Roof Trusses,RossKlerk Business Forum,012 541 0081,,
Meat-O-Matic Springbok Cc,RossKlerk Business Forum,012 541 0352,,
Metal Badge & Button,RossKlerk Business Forum,012 541 3443,,
Metpro (A Division of Dorbyl),RossKlerk Business Forum,012 541 6110,,
Glenstantia Primary School,Research & Knowledge,012 998 6116,,
Gereformeerde Laerskool Johannes Calvyn,Research & Knowledge,0123310218,,
Motor Rail,RossKlerk Business Forum,012 542 5935,,
NAD Packaging & Supplies,RossKlerk Business Forum,012 772 1659 / 083 625 3594,,
Nampak Bevcan Ltd,RossKlerk Business Forum,012 521 9000,,
Orange VMC,RossKlerk Business Forum,012 564 3500,,
Gatang Secondary School,Research & Knowledge,012 801-0897,,
Ouwerf Meubel Vervaardigers,RossKlerk Business Forum,012 541 0711,,
PE Chemicals,RossKlerk Business Forum,012 541 1529,,
Pallet Makers,RossKlerk Business Forum,012 612 0518,,
Funekile Secondary School,Research & Knowledge,0127205033,,
LJS Light Engineering,RossKlerk Business Forum,012 800 4050,,
Founders Community School,Research & Knowledge,012 322 9908,,
Lion Match Company Ltd,RossKlerk Business Forum,012 541 3124,,
LEAR,RossKlerk Business Forum,012 564 9300,,
Klomac cc,RossKlerk Business Forum,082 458 4556,,"About Klomac
KLOMAC has been servicing the water treatment industry for over 29 years and is an authorised reseller for Wallace &amp; Tiernan&reg; equipment.
KLOMAC is geared up to provide innovative solutions to water treatment challenges from its long..."
F f Ribiero Primary School (ex Ntshabohloko): 1997,Research & Knowledge,,,
Italpac (Pty) Ltd,RossKlerk Business Forum,012 541 1610,,
Isobodies (Pty) Ltd,RossKlerk Business Forum,012 541 1797,,
Ezazi Primary School,Research & Knowledge,0128050426,,
Hospi Sterilizers CC,RossKlerk Business Forum,012 541 0667,,
Emthunzini Primary School,Research & Knowledge,0128054637,,
Emasangwene Primary School,Research & Knowledge,0128402778,,
Ema Primary School,Research & Knowledge,,,
Elizabeth Matsemela Secondary,Research & Knowledge,0127900358,,
Getec canopies,RossKlerk Business Forum,012 541 2155,,
Formio Furniture Art (Pty) Ltd,RossKlerk Business Forum,012 541 1543,,
Filtafelt,RossKlerk Business Forum,012 541 0702,,
Eersterust Sekondêr,Research & Knowledge,0128069238,,
Faurecia Interior Systems Pretoria (Pty) Ltd,RossKlerk Business Forum,012 564 0900,,
Edwin Moalusi Primary School,Research & Knowledge,012 702 6265,,
Executop Canopies Cc,RossKlerk Business Forum,012 541 2040,,
Eduplex Independent School,Research & Knowledge,0123335702,,
Euro-Plastifoam (Pty) Ltd,RossKlerk Business Forum,012 541 3464,,
Echibine Secondary School,Research & Knowledge,0127983816,,
EKA Safety & Industrial (Pty) Ltd,RossKlerk Business Forum,012) 541-9105/6,,
Dr WF Nkomo Secondary School,Research & Knowledge,012 373-7800,,
CUMMINS EMISSION SOLUTIONS,RossKlerk Business Forum,(012) 564-5567,,
CNC Clear Cut,RossKlerk Business Forum,012 541 0552,,
Club Refrigeraton cc,RossKlerk Business Forum,012 541 0713,,
Dooka Primary School,Research & Knowledge,012 717-2021,,
Doctor I M Monare Primary School,Research & Knowledge,0128055667,,
Ditshaba Primary School,Research & Knowledge,012 702 2676,,
Chep,RossKlerk Business Forum,012 564 4800,,
Dithabaneng Primary School,Research & Knowledge,0127993748,,
Chalwil Engineering cc,RossKlerk Business Forum,012 541 2834,,
Dimakatso Primary School,Research & Knowledge,0127205197,,
Caway Metal Fabrications,RossKlerk Business Forum,012 541 2357,,
Dikgorwaneng Primary School,Research & Knowledge,012 7100099,,
Babelegi workwear,RossKlerk Business Forum,012 541 3405 / 082 458 6688,,
Apple plastics,RossKlerk Business Forum,012 541 3360,,
Dikgakologo Primary School,Research & Knowledge,,,
Apache Manufacturing,RossKlerk Business Forum,012 541 2233,,
Deutsche Schule Pretoria,Research & Knowledge,012 803-4106,,
Dc Marivate Junior Secondary School,Research & Knowledge,0127992406,,
David Hellen Peta Secondary School,Research & Knowledge,012 373-5404,,
Dan Kutumela Secondary School,Research & Knowledge,0139370126,,
DA Mokoma Secondary School,Research & Knowledge,012 702 5777,,
Cvo Skool Pretoria,Research & Knowledge,0128090127,,
Cvo Magalies,Research & Knowledge,0125423394,,
Cultura High School,Research & Knowledge,0139310016,,
Courtney House Private School,Research & Knowledge,0124603768,,
Clapham High School,Research & Knowledge,0123336011,,
Citicol Secondary School,Research & Knowledge,0123255408,,
Charity And Faith Community,Research & Knowledge,0128123048,,
Centurion Christian School in Centurion,Research & Knowledge,012 656 7004,,
Central Secondary School,Research & Knowledge,0127910447,,
Central Islamic School,Research & Knowledge,0123744647,,
Capital Park Primary School,Research & Knowledge,0123231436,,
Buya Primary Farm School,Research & Knowledge,0836984890,,
Bula-dikgoro Primary School,Research & Knowledge,0128015416,,
Bud Mbelle Primary School,Research & Knowledge,012 373-8854,,
Brooklyn Primary School,Research & Knowledge,012) 460 3238 / 9,,
Bronkhorstspruit Primary School,Research & Knowledge,0139320160,,
Brindhaven Primary School,Research & Knowledge,0123781625,,
Botsalo Primary School,Research & Knowledge,012 702 3800,,
Botse-Botse Secondary,Research & Knowledge,0127982200,,
Akasia Bolt & Nut,RossKlerk Business Forum,012 541 1804,,
Afrit,RossKlerk Business Forum,012 541 2123 / 082 904 6200,,
Actilight Generators,RossKlerk Business Forum,012 541 4218,,
Tonway Tyres,RossKlerk Business Forum,012 541 1875,,
ZF Lemförder SA (Pty) Ltd,RossKlerk Business Forum,012 521 7500,,
Rigidek,RossKlerk Business Forum,082 320 3219,,
